tasting_category_fine,ethyl_acetate,H2S,isobutyl_acetate,pH,protein.g.L.,bitterness,kcalperc,X3.methylbutanal,ethyl.butyrate,ethyl.lactate,X3.methyl.2.hexanol,X2.pentyl.furan,X2.3.dihydro.farnesol,limonene,eucalyptol,cis.linalool.oxide,trans.dihydro.beta.terpineol,cis.beta.terpineol,isoborneol,cumin.aldehyde,eugenol,E.caryophyllene,linalool.isovalerate,Z.nerolidol,alpha.eudesmol,tau.muurolol,ambroxide,manool,styrene,overall
21,1.071283152,0.685432698,-2.304518324,0.6149119337994512,1.105468997250248,0.39604122604881264,1.626941799,13.77600992746285,-0.042201942453804764,-3.324639247847048,8.034256765143368,1.6571688466004235,3.204490182225247,-5.8362245813435045,3.5214055728238725,7.6735467094514895,7.232603027042252,1.5435370204079804,5.88314907176791,3.860138154425133,0.09802821453785562,-2.242864909308746,2.9655332380560786,0.09254188055815732,5.036530741703449,8.46803284595518,5.468549437183617,6.234606520282279,0.1572383555048072,0.0023319845523361825
3,0.936354371,0.699950836,-1.930887149,0.636592912828806,0.6838458760582304,1.183006588382802,1.528131048,-2.4058081727088805,0.40387183050802,2.978793896482638,7.721016828340347,0.952442991921262,4.428800691803145,-2.708995825070839,1.240868636181332,4.733779738650937,10.132188580218484,3.2996870221496586,5.4041314679025305,4.579455062206423,0.33493235291425677,0.33642993740516414,2.7913325030675304,-0.13036226596875175,4.9128072171925306,7.228181393188255,4.184522785454124,8.309499357999105,0.1704474460889671,-0.23324512452757945
9,0.892526177,0.547724876,-1.84924356,0.6076833418659415,0.8471381495480932,1.4313648669291825,1.51271714,11.455628419322133,0.015424745884532048,0.24051445400630528,8.078866734735673,0.13285086329136364,5.966151470998473,-0.956990405084596,2.1039610139742217,4.344005183090688,1.4938341531330495,0.5575753184842687,6.010128425508687,4.948681651582578,0.007170134692599757,-7.092818846769745,2.7990903250265973,0.44522683231139304,5.191375540735368,5.174686404933951,4.359258314785828,6.597126278310602,-0.18303075094000792,-0.5942840452309021
18,0.46560812,0.615744949,-1.930887149,0.612816386917413,0.5096487266993205,1.6031871806851343,1.636678423,-4.663373717588007,-0.06382498292411354,0.23023226456088958,7.515605086846298,5.261352156487718,6.764568918001378,3.6599730327639857,-2.3307557526288667,3.616864651725062,1.2963341830677793,-1.3869335662282634,5.461235564431709,3.681982292599849,-0.1356157904928818,-1.255528111495349,5.806806111322162,-0.5520096256687171,0.1701862578437705,4.330978297158434,2.954206020546983,2.8741769207645333,0.14936302866859236,-0.19989795590158302
6,1.193892565,0.625861147,-2.964570262,0.6013742567478509,0.9816351217767911,1.389457138362496,1.623512734,6.424961214402518,0.20741327266813048,-0.006783985257583169,8.060280514970357,-0.03997429186248791,6.016119200886977,-2.580989504652334,-3.0785450890356563,-0.07295343902920104,1.3497726546606725,-2.31017607862441,5.394404793299525,3.026608049827134,-0.2742392104759042,-1.4245317685197048,1.0037049364245494,-0.2736378559360972,-1.8227323113557392,4.375914756129367,3.1178751117930457,4.04640226057969,0.4375582663248918,1.5465124257636504
5,1.221293845,0.523234504,-1.952141273,0.6104395949245648,0.799504476820476,1.665827920239103,1.623512734,-9.662333618526901,0.3818888299632831,-2.9155025460199306,7.705775149853503,2.23691376939984,9.083310899637207,-1.947362810347113,5.366675957931447,-0.0143006958758789,-1.418099735085185,-0.896632949219404,5.587542008800785,1.8694584803090293,-0.2827982071657338,-1.57041079675904,6.444968585299296,0.4711649749285926,3.0983738041611875,3.315276000411658,7.04780545055708,5.782495750200765,0.5735890176870232,-0.5560405290675616
15,0.919784946,0.645270436,-1.607654845,0.6030749617063125,0.8471985135548767,0.9965251375116521,1.58759727,-2.803455609875848,0.3748058412419043,-0.18797379024702038,7.594915970924225,3.4804670094508587,3.2643480727782324,-6.885525742502214,4.932030908880324,-2.0353510640313033,3.4331341333955954,8.869965402480982,6.725905576355712,3.038526465854039,-0.12335375495039075,2.524060570636743,5.601944867064075,-0.01601432608571894,2.1808476752671178,5.4796592342519475,2.5797332098586323,4.66438577284828,0.47778283072942723,-0.5910595931088594
1,1.193892565,0.645266505,-2.026179676,0.6333079752667976,1.0098796583329421,1.054812417173746,1.612715782,31.484758643448497,0.2580028176460414,2.390994264536642,7.261744161077022,4.048518085209374,4.012534239483077,-1.1748512176812702,4.9877761509718495,-1.2823326338760692,4.459980158032436,9.371303213100177,5.845075242646,4.119493685137327,0.002667689211927768,3.759044848064213,2.735695078279745,-0.29236131244362573,5.438189292217464,-1.2110587928698897,2.656664753162484,6.27301606080385,0.3680414558030801,0.27181488487637656
16,1.100355207,0.699950836,-1.591420875,0.6049400689928667,1.2616333535596307,0.8009936289268338,1.6257254,-1.2586250404329726,-0.028878418673248335,4.767272454330561,7.466813451439037,4.949432048370437,5.833148997143866,-4.895157884786526,-4.1272709795935985,6.047712801544941,-2.056777167295157,-1.2901974525465918,4.977751078511656,2.807144715905573,0.33574311152278086,3.3167415724973077,4.69955835365035,0.7046489603531539,0.07064235000095165,3.9262943103705297,6.09923838196573,5.436863189910835,0.38937784959300037,-0.5601906837642601
7,1.235087237,0.632350983,-3.265600257,0.6410737189912795,0.9547793123029716,1.5612849751956128,1.631297271,-3.65167670537521,0.2712850873156768,-0.22470821581527356,8.043571525496082,6.716608705254873,3.156584504139981,1.898173477920864,-1.9078503027751401,0.6107280092555849,0.45347831556611506,5.917591886958235,5.996678705707656,3.1554092644130125,-0.09782459960544773,-3.9816042232118956,-0.17212377614576013,0.03955138111757739,5.859732474799415,5.8105230868543325,4.872101469816226,6.281474027109005,0.044990475482497294,-0.5357973539666321
6,-0.233873554,0.583677595,-1.596793658,0.6356270925842298,0.9819262497168703,0.6029566035295659,1.645213375,-7.422616971550945,0.6079909029207498,-6.202054374459494,7.4636843313614545,1.7949009524803186,5.671986179512048,2.4331726375976865,0.21758069428494908,6.2574559861606485,0.4155377551255408,1.274687256506867,6.013569153534878,2.573701893852761,-0.0585124416704878,3.2677335525752054,2.284709852528188,-0.30935291148912936,7.741039069738758,7.845149676487379,5.5708049694961455,4.180799916761261,0.23164996787516334,0.9258098716611133
12,0.953613292,0.689320405,-1.986952004,0.6221331351551134,1.0665834689283067,0.7962384517983749,1.61805448,-13.757669675876256,0.11824536954462511,-1.1055309237871056,7.503758015560442,-1.854929942561026,3.6385062658757485,0.2307536422048515,0.5320377388680775,4.786435351370457,2.753175154924238,4.4092974604039465,4.908291150505295,3.8327292069160768,-0.1497942785529779,-3.9286571743825003,4.739562611713315,0.07757769336519249,5.022039456847029,4.222633906042894,3.3011330466661493,4.123197653483054,0.27617006410182793,0.08591987380693263
1,0.949666111,0.631475224,-1.752886358,0.5953953590457001,0.8770548069323186,1.1510192226726452,1.61837448,-17.07402983097854,-0.14830073630830573,-0.8128476674373464,7.456911222794371,-5.573476244313893,3.0194544416134645,1.3991135358917446,2.1729733059560736,-1.7539696252424468,0.6568868816778493,6.576908279945334,5.797910692672116,3.793037092761654,0.21894519177032046,-2.90762990201406,4.327599099196966,-0.11058222480770011,-0.8287563776413527,1.2863732401839787,4.825521140039398,6.18404906400279,0.5265498275045866,-0.7689435660181704
1,1.154153634,0.401395371,-1.798739468,0.6152086053249116,0.6726932902440006,0.8827612225338808,1.612715782,-15.194386693286194,0.35517986590229433,-1.6677792591049545,8.565935486649702,5.588623708257247,6.595042344256526,-0.8062533018354348,3.4373686205629532,3.5347788024315285,1.136826603324297,-3.388507752263021,5.823685683876619,5.615979645280289,-0.06449218802981357,1.3522437409428076,2.274844283174658,0.0853209730129194,-2.85900221536493,7.50662416975989,0.9814700483386742,6.5397959567329265,-0.020571209037492447,0.4767337798702377
9,1.232035919,0.701865327,-2.026179676,0.6114581654416759,0.7493902677762786,1.9929672218015466,1.526461341,-2.5812902880169357,-0.07987659798929536,-4.650092744729879,7.224040548379778,5.91820123574749,4.380043236830232,-0.5880237186916463,3.966821072878841,1.4365791785865727,4.363608858314428,3.1524525368508005,5.886547459056739,2.440547304857815,-0.13791593644402603,1.1107261687384953,5.045610079994221,0.016260279235967012,9.499137713413637,3.872272319272516,5.320768685749282,4.96552430249344,0.06049080158137239,0.5659605770839358
12,1.154153634,0.697115522,-1.680789806,0.6211720695527718,0.6737581854871157,1.1774660963162293,1.601438125,-1.3832918237539433,0.40309998957869,-0.9163735094568555,7.531809491025605,0.5873909980222503,4.98398031944719,3.381199847321614,2.7235359643107238,4.926260606792425,4.267883148838168,-0.017794379499391222,5.951716372072785,5.083931183574633,0.499426940393138,-1.992702248940323,2.9506496830380553,0.5320003075696588,5.484038191765167,4.664355724293007,3.2471321869732837,3.8773864761211696,-0.2634976390346386,-1.0508771283824003
6,1.161103901,0.615744949,-3.265600257,0.6169462001394606,1.0304024784875567,1.2317252184534755,1.442553844,4.94206562397583,0.32109885812560357,-5.438120169294818,7.590893856124769,3.1880880164420264,6.117395508808814,3.2090213925365028,5.941734595789132,2.141928200126581,-3.1591390919883175,4.411312241303339,6.1565641337765795,5.013848439049754,-0.24673011557319757,0.3804788908230193,-0.46888385080478123,-0.6123875680167394,4.913330034079136,8.402223977140542,2.851502975247729,5.7551806294482875,0.20583732285415218,-0.2151099479061168
10,1.17705808,-1.586071886,-1.591420875,0.637388165395823,1.0445703003581213,0.9722109191993956,1.612715782,2.9137416418337194,0.2142779641342595,-2.8243215546307754,8.402897882784064,3.8124108662066125,6.624996228240411,-4.809138210278462,1.3515098204155627,3.9715214270388484,3.0312741408763175,-1.7286202762598752,4.645173333273965,2.8070290108861684,0.31960028352106407,-2.3985214000317026,1.4360827224563844,-0.13349525102707763,4.250876084379236,1.7458476671205965,3.2524602581403883,4.739903986657667,-0.2776965060874638,0.20573958073863918
14,1.146983683,-1.28504189,-1.792500277,0.6382548101516631,1.1629376699520093,1.3766995905631791,1.605681469,4.696834802970975,-0.17340152989432947,1.8321757054194021,8.056561156334318,3.955229281685144,6.1344746244611255,-0.2407260640063169,-1.0963276052726278,1.964631796862093,-1.03518303358699,-1.5863904759277125,4.8713672029224835,3.5659374317706556,0.2965676562041606,4.354872466833892,6.355086451899748,0.2974026320014111,1.0651022700137491,2.3574169402278122,1.4011588535917476,3.8531338132856567,-0.44085017696220136,-1.0821968687054033
19,1.092143716,0.516008216,-1.986952004,0.6152226223781888,1.064690976133165,1.2797552863648503,1.609081383,3.8732613957554225,0.39088149606027867,1.6515540519230376,7.939085106932031,2.510828065526857,5.408530751831098,0.4552193295198237,2.1670820911592297,-4.699521477779786,0.2993320275351088,1.3485186719779503,4.444337149748515,4.534317963264451,0.27922707190521506,1.540954604248483,1.1892176326411024,0.25539836062309174,0.346185989901699,2.5335508102095954,4.658484880341818,5.01840495760269,-0.07418873851633807,-0.4909992274833406
5,0.46560812,-1.586071886,-3.265600257,0.6161338734617618,0.9528403605661918,1.7206129726931896,0.955286362,4.993993364869107,0.1740247120261546,-0.10141133421075343,7.645971748377986,6.4477409793243545,6.023131285287989,-1.2094603651077718,7.019746719573204,6.057767221364777,6.698970175350622,-5.005692028797298,5.9068017245636755,4.240796021238145,0.411518058115125,3.023489281004711,6.830528756440861,-0.43795275247965904,4.911825265317702,-1.3871050741795998,3.1740851204987046,3.573456443032855,-0.37041830777137097,0.1574431262335967
17,1.150575779,0.632350983,-3.265600257,0.6509186615033551,0.6465127194468703,0.6512010170256977,1.605443287,4.5724627349969715,0.03725446347153315,-2.678657212947169,7.482214224880609,4.789173894295375,4.874827444579522,0.4741273175366878,-0.39681446598090764,1.3621031728585222,7.817826895642433,-2.0763335231248905,5.813450942232004,3.764492366002406,-0.02061884125559628,-0.36404500448707466,5.883884804288109,-0.2692656728868199,12.407401024765345,6.245246556920161,1.5503357075478692,4.586656354356071,0.4194913754543632,-0.2043359500329598
2,1.19290099,0.284789302,-1.798739468,0.5822507211166464,0.8529196406802655,1.3788256982735954,1.5221749,0.2460507259082657,0.11226486805537267,0.13509467334364234,7.603778100057403,5.015007973416534,2.1755590567065206,-0.31079707652207916,-0.6447686794716692,3.4984516690349174,5.335472999923351,-4.728578134492219,6.576829938725361,2.157644663275854,-0.113565940619926,-1.957791694803412,5.0560123879503,-0.03988604563134983,2.1122890484762546,6.000647859370126,3.683187284170012,4.72206267250054,0.06039627963446134,0.14914702870145707
18,1.230061588,0.589683808,-3.265600257,0.6170418268280197,1.181789434580744,0.41865163226908575,1.63194586,6.532896164909485,0.3749211894744577,-3.097356916407445,8.341743965785387,0.34609848480372074,4.064376219784409,-2.2203993892949483,-3.055643603344917,-1.2137631333084826,4.7245076489362035,1.1060572952858307,6.624238647924477,3.7689339669118516,-0.16237717028180096,-2.455988097039581,3.784779766190042,-0.24082076118688606,0.10865483186613956,3.235709677199182,1.4699302557466019,6.890211423276551,0.12747599079114916,-0.19922982463005348
5,0.92744197,0.694435835,-1.578478334,0.6128564034615054,1.0491899715506794,0.5368306246232193,1.632457463,11.015522195222832,-0.1620991330948591,0.4467609947299374,7.730121702083403,-0.2355812432621689,5.335948392100864,-2.398004973948824,-0.15417372110731664,0.8349872063122789,-3.197928640767143,3.607148607727091,5.666271155960954,3.6382336348174444,-0.09779438319312803,2.2722828930601877,3.9888236138371376,0.12362674522860095,8.188346934121036,6.858158408767357,2.6361156606306198,8.452729958707037,-0.07825348438872835,0.7117715966843104
11,1.120997162,0.596483285,-1.70038376,0.607147810900779,0.5908944488412909,1.2695359774763375,1.528131048,-16.61568544324971,-0.2436580494215906,0.6363308097418214,7.648948013984671,0.465380286346631,4.055459478606651,1.8364456908110758,-3.236219155133364,0.07303372522290341,0.1788006758286187,0.39943935163706534,5.121679907434476,3.521713497952077,0.6156216047965711,0.9721020197395849,4.326909489855311,-0.5376624223474573,-3.39097280935604,1.8663375822385158,4.37943955926735,5.178594589087845,0.043000583958518634,0.46775362245444957
12,1.165629024,0.657188799,-3.265600257,0.6107747111500326,1.1292396199176566,-0.012859587514026716,1.61837448,10.494419697599612,0.05577645891164511,0.5088408306668912,7.547227390587464,1.8759325368316162,8.339282577202898,1.633847346542062,-0.027047725609506967,3.529949279133982,1.1189789588011736,5.376077333711026,5.292915962144197,4.1978547312361485,-0.4368193919043419,-1.458108509206557,8.590144506561977,0.3325153474762841,3.9963230242975665,3.3492364922295446,5.700311586305184,6.3241440138490495,0.1952150998416377,-0.17603359008660363
17,1.035105998,0.484726093,-2.761953897,0.5940467686480784,0.6713756529113378,1.5481118135084906,1.626941799,9.77234343984549,0.16599730149966335,-3.440832778668686,7.632992588168509,4.199475102416973,3.163306307308371,-3.844526574333243,4.534068230879522,-3.7266201639369156,-1.0968060096432302,3.3002605880555618,4.388846875245941,3.907699390359401,0.04091906039887524,-2.63212519088284,7.862218416744891,0.3073023677066401,-5.930223632237482,4.138741235654054,4.139520827672682,6.789305311282822,0.28219024972103596,-0.6054702834088616
13,1.193892565,0.328670055,-2.026179676,0.6253705900879156,0.983137223358966,0.3240054724069399,1.605443287,-1.2666132639130077,0.32322215838330814,-0.8838218221754683,7.914206297224996,5.273293479492321,5.983264833164285,2.0554854576554877,1.6140854333973698,3.3848213451414093,5.019776125830303,-1.6083411178980094,5.886387272661822,5.116740526554623,0.49064055524262323,2.210916262658726,8.139314093762286,0.28396705040226644,0.7377331579341844,4.742439799628526,3.8915642360998013,3.62136679696963,0.03503092344662183,0.2371352076162093
12,1.035105998,0.645270436,-1.607654845,0.6068035535657844,1.008493638979633,1.3806952995029516,1.612715782,-4.043667720245558,-0.08487333275488657,3.386063883772165,7.892597889143182,4.968804793248356,4.784673838879331,1.0328298492447878,2.92634466844186,9.82507999501893,5.4043374951870025,-1.6810373234185452,5.597017046679049,3.4671218540848034,0.2361544651402418,1.5973777600659886,4.85772407916519,0.12548100590122557,5.2804003069631165,5.460519640223451,4.257503675483619,4.918320634850482,0.3736063276468741,-0.8416715219924211
12,1.221293845,-1.586071886,-2.064492734,0.6221892735937429,1.2984076461556704,0.6934486348622468,1.504498048,3.7221372362849046,0.176401705239231,-1.3925803155015652,7.588193878311229,4.1761638304037145,3.8155582437281232,-2.118177663215583,-2.139143887878954,5.9942311320125,1.955800806315378,-5.978796490452323,5.878042254915023,4.252862439445236,-0.2663096549827598,1.3263948435910118,1.4702219442556461,-0.5750935527941142,3.411531324804615,6.468757542061642,5.30442715186133,5.810578560515694,-0.057426020907648714,-0.4289183027274175
6,0.971618138,0.523234504,-1.810509686,0.6203251501473925,0.7965620031952242,0.7843137710508319,1.609081383,10.684590958977372,-0.38465711831310356,3.0369728371059597,7.708699127796478,4.3970936392366236,6.835348386260591,0.1180743837714785,0.35687399308438894,4.376048902705995,0.8583341154210931,-2.039959138855397,5.328297066510539,5.296505213013191,0.07844193780032208,-1.0860149925354565,5.264391356407171,0.19246368632831717,4.165544112298641,-0.5891756334641234,1.9660725450629655,7.752514506542447,0.01857124105441131,-0.7901842840191176
8,1.025313134,-1.586071886,-3.265600257,0.6320631751078885,1.0005894909074753,1.1121127107063666,1.6257254,10.036557077681971,0.6329255638427731,-1.36762124418464,7.670048711875263,1.796040521271751,2.0256956723927884,2.783162471091076,-0.09431085600288958,-1.2525506161564683,4.980670400706307,-2.2243398723158556,5.708711906290984,5.644269151889905,0.282992387158976,0.8053122137723867,1.9127395013354977,-0.3366130367177594,5.323490163393966,4.054372444301851,1.2404204228046987,4.791821021235484,0.3067722793439547,-0.8484698449650505
16,1.120997162,0.664178528,-2.779891912,0.5961021586985229,1.1575883469919546,0.28760389349453397,1.442553844,-4.451543597773203,0.19283559789771323,-0.8537860073458572,7.759984520535803,2.7517162525961236,2.1813932818134982,-4.8315043434514,1.2349765652631286,5.528281019292752,5.312389021568538,2.3106247597977676,6.304155020953558,3.9994526786021556,0.03580497373190995,0.8206651333151256,4.572772335382984,0.16802032241543308,-4.021520437910837,5.227829889654258,3.3065405694335213,4.047253532713569,0.7049317322687995,0.13916269186358532
14,1.051041908,-1.28504189,-2.779891912,0.5914074885984388,0.9056909642513794,0.7112230089313408,1.626941799,2.8131108889397476,0.33237802310612075,-4.039465111365922,7.350698110664366,7.90024580975201,5.362579725781493,2.9068040825683967,3.4864149138914007,2.418673088662536,2.623773028441605,-3.7349882081730263,5.572421690972337,3.4268517689003253,-0.039103852234735725,1.035887306546977,3.522719679288128,-0.3458903788229627,3.5167352260293447,4.241865007778782,2.633324331389023,5.089843239160445,0.24290568062530332,-1.4422839634099578
2,0.92744197,0.664178528,-3.265600257,0.6106228035340787,1.1613128935557535,1.7315523692129342,1.624300251,-4.980642007772488,0.20751852964621348,1.1793947047922142,7.210509488309754,4.873594028634946,5.863845389579341,-0.873887921076584,-2.3951010152677155,0.6731074438495698,2.1247390333298006,-3.935660443896332,7.162421702102864,5.21635277485857,-0.09575938111211851,-2.56402340692515,2.720349111887102,0.14920036361160474,4.179466907120769,0.8338468343146697,2.7030680574484056,5.083964064049319,0.5932531276194556,0.06330726345383522
10,1.202471833,-1.586071886,-1.75325529,0.6113153712630714,0.8650701171035671,0.37009920351276326,1.648227214,15.374137950141298,0.14530508925345284,3.386210419175382,8.161997615303171,3.0143266005922658,4.75612244996585,-3.2773334417205273,0.018281817136223566,-1.3450893357310858,4.074603117071573,1.5080523360918843,5.700262165426718,3.0716950150951057,0.6932975492360083,1.2391292506303797,0.18985937486241866,-0.46848378453821493,3.87029165621178,7.839483300169947,3.1093800267134264,3.198746519851171,-0.10037678775651897,-0.1658371314533967
0,1.232035919,0.57138095,-3.265600257,0.618901945189749,0.7129194604756219,1.994527777193511,1.631297271,2.528401323679608,0.19049809427376418,4.350224682536193,7.619406697085898,8.658342077558583,4.386654740324476,-3.776536924024966,1.5177825984409403,7.160126415842528,1.8130485365609628,8.233349540059335,4.589136207429848,2.7218221144186368,0.38100032484843527,1.6669673211233027,2.276140650080096,0.31817849268279585,-0.28460312076145167,6.2258894131848965,3.8432023917408795,3.01210769277411,0.1601264806701651,-0.7667814114054334
18,1.221293845,0.401395371,-2.289459552,0.6322157307246891,1.015699877943812,1.219061027733107,1.598945162,9.849401864458356,-0.10878864995071338,-0.9802054276673418,7.701790461824233,-4.103968954533983,4.057190208602725,3.885755029767997,-0.04312096781144925,2.5634657122654696,3.4300966539274937,-0.6773508614926215,5.837171065534365,4.163819419480102,-0.5814628021289402,1.7295808295768773,3.301307918307942,0.2278835131239673,5.470467436243329,6.993803688104244,1.2504881596764585,6.618833693390125,-0.13370737115142556,0.39437405081752697
1,1.071283152,0.699950836,-2.779891912,0.5790840138109143,0.8595625769427416,0.8508553856826883,1.6257254,9.332038099599522,-0.1876031706466821,-1.897574510236106,8.169847803158024,2.100761743752156,6.235907101090585,-2.639130145909093,-0.0663949118959195,-1.9259603235846834,-2.0586824390561786,3.1487441237805593,5.8840974857802015,3.9008844793943833,0.25486175349261797,-1.1330830797767746,2.823555069640802,0.4173114168731686,4.583078404536589,-0.9199008181978932,5.4812022692142595,5.116996139892861,0.5838462771476552,0.7461835726939858
10,1.202471833,0.30024321,-2.064492734,0.6171880153448434,0.5587796285488968,1.5948871147362313,1.631297271,3.0421609232762474,-0.19042401079667107,-1.1975975484746146,7.652294515578038,-0.29688708969693867,4.7350111255611465,4.5819397090511575,6.725260133437148,1.3618679060878498,-2.0998438135086857,4.458332470542829,5.8777208293191325,3.888672367225792,0.3994423577660886,2.748181337916367,5.457617797262689,0.23679064809312197,1.3481744856799394,8.383614831568808,4.592854394046846,2.272667539483663,-0.25214999862279985,-0.8083102230823568
